taxon_no,taxon_name
274045,Eosemionotidae
104753,Eospondylidae
125114,Eostrophiidae
142770,Eothinoceratidae
58510,Eotomariidae
154358,Eotrigonodontidae
87278,Ephippelasmatidae
133666,Ephippidae
110594,Ephippoceratidae
223525,Epialtidae
161619,Epidiceratidae
86822,Episculitidae
89657,Epistomiidae
60263,Epitoniidae
60276,Eratoidae
157901,Eriditidae
114663,Eridophyllidae
127688,Eridotrypellidae
104105,Eriphiidae
147477,Erisocrinidae
241060,Errolichthyidae
60284,Erycinidae
149095,Erymidae
126099,Erymnariidae
218308,Eryonidae
265781,Erythrinidae
118689,Escharellidae
118668,Escharinidae
317876,Escharoporidae
210686,Esocidae
154940,Estaingiidae
128188,Estonioceratidae
129884,Etherellidae
161985,Etheridgellidae
223221,Ethusidae
305759,Etmopteridae
214874,Eucalyptocrinitidae
110161,Euchondriidae
163597,Eucladidae
112345,Eucochlidae
271580,Eucopiidae
70610,Eucyclidae
253021,Eucycloscalidae
305983,Eudesicrinidae
130673,Eudesiidae
127284,Eudoxinidae
321288,Eugaleaspididae
202862,Eugeneodontidae
60318,Eulimidae
82599,Eulomidae
60322,Euloxidae
253026,Eunemopsidae
70088,Euomphalidae
105160,Euorthisinidae
70846,Euphemitidae
60328,Euphyllidae
81521,Euplectellidae
93077,Eupleuroceratidae
133143,Eurekiidae
82020,Euretidae
244192,Eurydesmatidae
203488,Eurynotoidiidae
220113,Euryocrinidae
200080,Eurypholidae
110499,Euryplacidae
237426,Eurypteridae
329974,Eurystomellidae
161610,Euspirocrinidae
315285,Eustenocrinidae
118584,Eustomatidae
132303,Euzonosomatidae
213421,Exaesiodiscidae
118691,Exechonellidae
161988,Exlinellidae
118690,Exochellidae
85981,Exotubispongiidae
113915,Expressophyllidae
245132,Falcatidae
152762,Fallotaspididae
280660,Fardeniidae
153279,Farreidae
98569,Fascigeridae
60350,Fasciolariidae
114069,Fasciphyllidae
87429,Faujasiidae
54205,Faviidae
86559,Favositidae
141002,Fedaiellidae
269356,Felixaraeidae
110173,Fenestellidae
128799,Fenestraliidae
108083,Ferestromatoporidae
93013,Ferganoceratidae
247563,Ferrifronsidae
327610,Ferussaciidae
119688,Ferussinidae
153787,Fibulariidae
60359,Ficidae
304656,Fieldiidae
327882,Filholiidae
174287,Filispiriferidae
124985,Finkelnburgiidae
172822,Fissispongiidae
60369,Fissurellidae
80972,Fistuliporidae
86603,Flabellidae
82447,Flemingitidae
122126,Fletcheriellidae
113771,Fletcheriidae
129670,Flickiidae
218822,Floricyclidae
118695,Flustridae
124283,Foliomenidae
95380,Forbesiceratidae
60382,Fordillidae
167484,Fortiforcipidae
253156,Fossarinidae
327703,Foveolariidae
213977,Frejidae
130702,Frenulinidae
118773,Frondiporidae
117760,Fungiacyathidae
81591,Fungiidae
108262,Funginellidae
99509,Furidae
329741,Fusicellariidae
60412,Fustiariidae
167475,Fuxianhuiidae
316845,Fuyuanperleididae
211213,Gabanellidae
116156,Gablonzeriidae
65854,Gadidae
60416,Gadilidae
60417,Gadilinidae
332713,Gaidropsaridae
60424,Gaimardiidae
96143,Gakidae
63275,Galatheidae
225204,Galenidae
60430,Galeommatidae
168445,Galeritidae
214866,Gasterocomidae
89725,Gasterosteidae
58395,Gastrioceratidae
60445,Gastrochaenidae
333757,Gastrocoptidae
327582,Gastrodontidae
87374,Gattendorfiidae
95369,Gaudryceratidae
226103,Gecarcinidae
86783,Geisonoceratidae
118692,Gemelliporellidae
124870,Gemmellaroiidae
133668,Gempylidae
70268,Geodiidae
92839,Gephuroceratidae
127293,Gerkispiridae
142911,Geroiidae
266294,Gerreidae
108058,Gerronostromatidae
68994,Geryonidae
111612,Geyerophyllidae
128420,Gibbithyrididae
140729,Gigantocapulidae
118693,Gigantoporidae
142376,Gigantostyliidae
70231,Gigantothalamiidae
123906,Gillediidae
83128,Ginglymostomatidae
124986,Giraldiellidae
81746,Girtyoceratidae
70147,Girtyocoeliidae
95777,Girtyporidae
147663,Glaessneropsidae
93019,Glaphyritidae
127065,Glassiidae
93204,Glatziellidae
60470,Glauconomidae
322532,Globucatenulaiidae
64732,Glomocystospongiidae
249777,Glorianellidae
60473,Glossidae
126058,Glossinotoechiidae
94449,Glossocrinidae
60479,Glycymerididae
210729,Glypheidae
168415,Glyphocyphidae
69212,Glyptarcidae
331416,Glyptocystitidae
103899,Glyptomenidae
112658,Glyptopleuridae
84994,Glyptorthidae
306377,Glyptosphaeritidae
133097,Gnathorhizidae
252928,Gobiidae
124910,Gonambonitidae
203513,Gonatodidae
149418,Gondolellidae
63310,Goneplacidae
319044,Goniadidae
68255,Goniasmatidae
53913,Goniasteridae
87347,Goniatitidae
122574,Gonioceratidae
206537,Goniochelidae
86955,Goniocladiidae
93222,Gonioclymeniidae
147694,Goniodromitidae
93071,Gonioloboceratidae
128382,Gonionautilidae
81135,Goniopectinidae
110715,Goniophyllidae
133646,Gonorhynchidae
265827,Gonostomatidae
150358,Gordenellidae
122309,Gorskyitidae
57116,Gosseletinidae
119290,Gotlandellitidae
153798,Gotlandochitonidae
218261,Gourretiidae
104533,Gracilithecidae
127824,Graciloceratidae
60523,Grammysiidae
214745,Granatocrinidae
135568,Grangerellidae
144648,Graphiocrinidae
257907,Graphoceratidae
147768,Grapsidae
165246,Groeberellidae
124340,Grorudiidae
60542,Gryphaeidae
114960,Gryphochitonidae
82329,Grypoceratidae
70169,Guadalupiidae
149904,Guangweicarididae
89061,Guembelastraeidae
130672,Gusarellidae
106895,Guyniidae
86680,Gymnitidae
96191,Gymnuridae
114152,Gypidulidae
90342,Gyrocystidae
176953,Gyronitidae
338091,Gyrotropidae
199542,Gzheloceratidae
206495,Habroichthyidae
125052,Hadrodontidae
199155,Hadronectoridae
110335,Hadrophyllidae
126060,Hadrorhynchiidae
266295,Haemulidae
220153,Halecidae
82398,Halichondritidae
60569,Haliotidae
89086,Halkieriidae
110403,Halliidae
317216,Halloporidae
72335,Halobiidae
60582,Haloceratidae
126121,Halorellidae
86821,Haloritidae
85472,Halysitidae
60587,Haminoeidae
96540,Hamitidae
184516,Hammatoceratidae
179256,Hamptoniidae
133065,Hamulinidae
60592,Hanleyidae
203997,Hapalocrinidae
57036,Haplaraeidae
70272,Haplistiidae
113280,Haploceratidae
157885,Haplocrinitidae
103801,Hapsiphyllidae
286981,Hardieopteridae
125076,Harknessellidae
130608,Harpotothyrididae
339739,Harrimaniidae
305307,Hastitidae
205702,Hazeliidae
169412,Healdiidae
154069,Hebediscidae
127821,Hebetoceratidae
123325,Hebetoechiidae
270982,Heckerocrinidae
127241,Hedeinopsidae
86658,Hedenstroemiidae
191788,Hederellidae
58712,Helcionellidae
145349,Helenoporidae
103672,Helianthasteridae
81186,Heliasteridae
117068,Heliastraeidae
94483,Helicidae
60613,Helicinidae
304962,Helicocystitidae
327484,Helicodiscidae
327966,Helicodontidae
151500,Helicoplacidae
113651,Helicotomidae
329709,Heliodomidae
87267,Heliolitidae
84227,Helioporidae
64710,Heliospongiidae
100765,Hellenitidae
195268,Helminthophyllidae
244779,Helodontidae
134173,Hematitidae
148887,Hemiasteridae
168412,Hemicidaridae
305740,Hemicosmitidae
241691,Hemicystitidae
162993,Hemicytheridae
80869,Hemieuryalidae
83181,Hemigaleidae
133073,Hemihoplitidae
185452,Hemilecanitidae
69643,Hemiphragmoceratidae
266182,Hemiramphidae
63017,Hemiscylliidae
85396,Hemithecellidae
126997,Hemithirididae
304717,Hemitrochiscidae
63298,Hepatidae
86809,Heraclitidae
327826,Hercoceratidae
122378,Hercoglossidae
247610,Hercolepadidae
124178,Hercosiidae
244567,Heslerodidae
130470,Hesperithyrididae
103916,Hesperomenidae
124971,Hesperonomiidae
86034,Hesperorthidae
84250,Hetairacyathidae
70326,Heterastrididae
81200,Heterelasminidae
97561,Heteroceratidae
168960,Heterocidaridae
68839,Heterocoeniidae
328581,Heterocrinidae
124932,Heterodontidae
70641,Heteroneritidae
244153,Heteropectinidae
115820,Heterophylliidae
327941,Heteroporidae
125080,Heterorthidae
70849,Heterosubulitidae
162294,Heterothyonidae
85990,Heterotrypidae
319061,Heteroxynematidae
216564,Hexacrinidae
214877,Hexacrinitidae
80975,Hexagonellidae
266389,Hexagrammidae
83104,Hexanchidae
148997,Hexangulaconulariidae
110500,Hexapodidae
118737,Hiantoporidae
60654,Hiatellidae
123409,Hibbardellidae
184513,Hildoceratidae
132892,Himalayitidae
131055,Himantoceratidae
150758,Hincksinidae
118696,Hincksiporidae
119125,Hindiidae
167446,Hintzespongiidae
180145,Hiodontidae
219604,Hippidae
54331,Hippocardiidae
337709,Hippochrenidae
90404,Hipponicharionidae
60658,Hipponicidae
60661,Hippopodiidae
118698,Hippopodinidae
118700,Hippoporidridae
327369,Hippoporinidae
118675,Hippothoidae
60664,Hippuritidae
141955,Histocidaridae
168507,Holasteridae
131208,Holcodiscidae
153760,Holectypidae
170741,Hollinellidae
184059,Hollinidae
154090,Holmiidae
113773,Holmophyllidae
266085,Holocentridae
155247,Holocephalinidae
149471,Holocrinidae
331412,Holocystitidae
58418,Holopeidae
149972,Holoptychiidae
60668,Holothuriidae
155450,Holotrachelidae
258316,Homalodontidae
133738,Homalonotidae
93038,Homoceratidae
86728,Homocrinidae
119379,Homoctenidae
93838,Homolidae
219789,Homolodromiidae
97848,Hoplitidae
57140,Hormotomidae
118774,Horneridae
321330,Huananaspidae
93271,Huananoceratidae
94460,Hudsonasteridae
82574,Huenellidae
126600,Hunanopectinidae
133814,Hungaiidae
127087,Hungarithecidae
86675,Hungaritidae
290857,Hurdiidae
122575,Huroniidae
340254,Hyalogyrinidae
191618,Hyalonematidae
85329,Hyalostellidae
148472,Hyattoceratidae
307794,Hybocrinidae
210086,Hybodontidae
206369,Hydnodictyidae
60680,Hydrobiidae
60681,Hydrocenidae
113645,Hygromiidae
90428,Hyolithellidae
96137,Hyolithidae
198632,Hypagnostoidae
129501,Hyphasmoporidae
80985,Hypocrinidae
156647,Hypolophidae
168428,Hyposaleniidae
91442,Hypothalassiidae
126059,Hypothyridinidae
58328,Hypseloconidae
125081,Hypsomoniidae
60693,Hyriidae
57641,Hysterolitidae
133751,Hystricuridae
60695,Icanotiidae
121381,Ichthyodectidae
206498,Ichthyokentemidae
106986,Ichthyosarcolitidae
220146,Ichthyotringidae
123412,Icriodontidae
110631,Ictaluridae
133763,Idahoiidae
322052,Idiognathodontidae
108079,Idiostromatidae
98566,Idmoneidae
70850,Igarkiellidae
264430,Ikeyaparchitidae
124262,Illaenidae
154954,Illaenuridae
92635,Ilyocyprididae
83508,Imbrexiidae
327944,Immergentiidae
58402,Imoglobidae
223585,Inachoididae
90410,Indianidae
170744,Indivisiidae
148423,Indocrinidae
96142,Inflaticornidae
81195,Ingelarellidae
242013,Iniopterygidae
126054,Innaechiidae
60714,Inoceramidae
130635,Inopinatarculidae
201758,Inouyiidae
89112,Intersmiliidae
69506,Intihuarellidae
92962,Intoceratidae
56441,Intrasporeocoeliidae
86651,Inyoitidae
319910,Iocrinidae
249973,Ionoscopidae
60717,Iravadiidae
54181,Isastraeidae
81738,Isastreidae
60720,Ischnochitonidae
119040,Ischnoptygmatidae
58677,Ischyriniidae
86681,Isculitidae
136476,Isididae
60722,Isoarcidae
241778,Isochilinidae
155374,Isocolidae
58167,Isocrinidae
109394,Isocyprinidae
124117,Isogrammidae
259422,Isorophinidae
305642,Isselicrinidae
83023,Istiophoridae
86860,Isuridae
60738,Itieriidae
155361,Ityophoridae
118018,Jaekelotodontidae
155057,Jakutidae
244560,Jalodontidae
151680,Janassidae
60741,Janthinidae
86678,Japonitidae
82998,Jereicidae
100976,Joannitidae
127900,Jovellaniidae
154134,Judomiidae
60745,Juliidae
185589,Juraphyllitidae
256289,Jurapseudidae
127386,Juvavellidae
86916,Juvavitidae
84435,Kalenteridae
162217,Kaliobullitidae
155469,Kaolishaniidae
148187,Karagandoceratidae
127912,Karoceratidae
127053,Karpinskiidae
176949,Kashmiritidae
149868,Katoporididae
125082,Kayserellidae
126941,Kayseriidae
165687,Kellettinidae
60755,Kelliellidae
60756,Kelliidae
166310,Kepingophyllidae
292195,Kerocytheridae
113917,Ketophyllidae
70851,Khairkhaniidae
114000,Khmeriidae
86791,Khvalynitidae
130685,Kingenidae
133733,Kingstoniidae
144107,Kionoceratidae
57659,Kirengellidae
180819,Kirkbyellidae
142889,Kirkbyidae
92894,Kirsoceratidae
111543,Kittlidiscidae
113879,Kiziliidae
86995,Klamathitidae
104738,Klasmuridae
327975,Kleidionellidae
166750,Kleopatrinidae
166220,Kloedenellidae
184670,Knemiceratidae
142841,Knoxitidae
106833,Kobyastraeidae
259678,Kockelellidae
113892,Kodonophyllidae
92850,Koenenitidae
123802,Kolymiidae
84862,Komiellidae
126923,Koninckinidae
128301,Koninckioceratidae
115801,Koninckocariniidae
271154,Kootenichelidae
300385,Kosmoceratidae
93208,Kosmoclymeniidae
82575,Kossmaticeratidae
172568,Kozurellidae
130735,Kraussinidae
305773,Krithidae
218833,Kstutocrinidae
163504,Kuehnitidae
65274,Kuskokwimiidae
124239,Kutorginidae
113918,Kyphophyllidae
167512,Kyrshabaktellidae
123848,Labaiidae
126837,Laballidae
86771,Labeceratidae
108043,Labechiidae
80708,Labridae
110327,Laccophyllidae
118665,Lacernidae
113084,Ladamarekiidae
118585,Ladinulidae
126085,Ladogiidae
58639,Laevidentaliidae
244244,Laevitrigoniidae
60775,Laganidae
87477,Lahillidae
126105,Lambdarinidae
113898,Lambelasmatidae
309603,Lambeoceratidae
60784,Lamelliphoridae
123004,Lamellorthoceratidae
118029,Lamiostomatidae
80587,Lamnidae
253113,Lancedelliidae
86653,Lanceolitidae
271149,Lanceoporidae
258599,Lanternocrinidae
217965,Laomediidae
90437,Lapworthellidae
94463,Lapworthuridae
130696,Laqueidae
82897,Lasaeidae
92813,Latanarcestidae
60794,Laternulidae
266395,Latimeriidae
53610,Latomeandridae
111566,Laubellidae
60801,Laubierinidae
219973,Laudonocrinidae
277760,Laugiidae
127283,Lazutkiniidae
328502,Lebetodiscidae
70279,Lecanellidae
86690,Lecanitidae
128201,Lechritrochoceratidae
147670,Lecythocaridae
60812,Leiopectinidae
124135,Leiorhynchidae
124916,Leioriidae
87641,Leiostegiidae
58301,Lemniscateridae
258600,Leocrinidae
302277,Lepadidae
142248,Leperditiidae
60817,Lepetellidae
60819,Lepetidae
101954,Lepidasteridae
163253,Lepidesthidae
86959,Lepidocentridae
58229,Lepidopleuridae
90708,Lepidosirenidae
99764,Lepidosteidae
308316,Lepidotidae
126864,Lepismatinidae
63030,Lepisosteidae
118674,Lepraliellidae
98599,Lepraliidae
124284,Leptaenoideidae
85004,Leptellinidae
103914,Leptestiidae
218826,Leptocarphiidae
106328,Leptochitonidae
125923,Leptocoeliidae
332830,Leptocytheridae
99514,Leptolepididae
150995,Leptomitidae
60824,Leptonidae
82396,Leptostrophiidae
103673,Lepyriactinidae
70853,Lesueurillidae
81517,Leucopsacasiidae
106820,Leucopsacidae
156902,Leucosiidae
97850,Leymeriellidae
155077,Lichakephalidae
126854,Licharewiidae
87596,Lichenariidae
118775,Lichenoporidae
123406,Lichidae
114487,Limacidae
60848,Limacinidae
60868,Limidae
244161,Limipectinidae
57422,Limnadiidae
98335,Limnocytheridae
60871,Limopsidae
113910,Lindstroemiidae
163605,Linguaserridae
124192,Lingulasmatidae
124191,Lingulellotretidae
89404,Lingulidae
151354,Lingulocystidae
125095,Linoporellidae
81131,Linoproductidae
198363,Lioestheriidae
215000,Liosomeniidae
155000,Liostracinidae
60899,Liotiidae
69501,Lipanellidae
185590,Liparoceratidae
110592,Liroceratidae
95218,Lisaniidae
130472,Lissajousithyrididae
127056,Lissatrypidae
249636,Lissoceratidae
289827,Listracanthidae
60909,Lithiotidae
91424,Lithodidae
224506,Lithophylacidae
110424,Lithostrotionidae
120378,Litiopidae
225887,Litocheiridae
255724,Litogastroidae
60935,Littorinidae
128189,Lituitidae
93273,Liuchengoceratidae
151333,Liwiidae
155007,Llanoaspididae
86933,Lobitidae
130459,Loboidothyrididae
130475,Lobothyrididae
150121,Loganelliidae
258583,Loligosepiidae
80810,Lonchidiidae
133815,Lonchocephalidae
86688,Longobarditidae
147673,Longodromitidae
211595,Longusorbiidae
110478,Lonsdaleiidae
210689,Lophiidae
108051,Lophiostromatidae
115076,Lophophyllidae
110339,Lophophyllidiidae
56479,Lophospiridae
149142,Lophotichiidae
155544,Lorenzellidae
209057,Loricariidae
266068,Lotidae
60954,Lottiidae
168541,Loveniidae
128018,Lowoceratidae
82109,Loxoconchidae
57136,Loxonematidae
58022,Luciellidae
60971,Lucinidae
208851,Luganoiidae
80506,Luidiidae
319049,Lumbrinereidae
204597,Lumectospongiidae
60977,Lunulacardiidae
118703,Lunulariidae
110168,Lunulicardiidae
83511,Lunulitidae
303379,Luolishaniidae
266302,Lutjanidae
124972,Lycophoriidae
197684,Lycopteridae
129382,Lyelliceratidae
112595,Lykophyllidae
83640,Lymnaeidae
60990,Lymnocardiidae
60994,Lyonsiidae
332028,Lyoporidae
145683,Lyracystidae
60997,Lyrodesmatidae
129691,Lytoceratidae
82926,Lyttoniidae
125924,Machaerariidae
113652,Macluritidae
300322,Macrocephalitidae
166233,Macrocyprididae
151349,Macrocystellidae
226055,Macrophthalmidae
211600,Macropipidae
327133,Macroporidae
130400,Macroscaphitidae
99761,Macrosemiidae
266066,Macrouridae
61026,Mactridae
61028,Mactromyidae
70176,Maeandrostiidae
92870,Maenioceratidae
259432,Maennilicrinidae
61030,Magilidae
142495,Maikhanellidae
119691,Maizaniidae
91421,Majidae
61034,Malleidae
61035,Malletiidae
204105,Malumispongiidae
130609,Mametothyrididae
118704,Mamilloporidae
122479,Manchuroceratidae
128022,Mandaloceratidae
61042,Manzanellidae
91612,Maotianshaniidae
142243,Mapaniidae
93121,Marathonitidae
348037,Marcopoloichthyidae
118705,Margarettidae
58330,Margarophylliidae
61053,Marginellidae
133740,Marjumiidae
223195,Marocarcinidae
81702,Martiniidae
129112,Mathildellidae
61072,Mathildidae
76763,Mattheviidae
90260,Maturifusidae
124226,Matutellidae
223516,Matutidae
202304,Mawsoniidae
87345,Maxigoniatitidae
92933,Maximitidae
267000,Maychellidae
180828,Maychellinidae
117331,Meandriidae
81748,Meandrinidae
149124,Mecochiridae
93247,Medlicottiidae
123472,Meekellidae
58032,Meekospiridae
83151,Megachasmidae
133081,Megacrioceratidae
61078,Megadesmidae
61080,Megalodontidae
180557,Megalopidae
130659,Meganterididae
86667,Megaphyllitidae
188080,Megarhizidae
305315,Megateuthididae
130708,Megathyrididae
244246,Megatrigoniidae
82326,Melagathiceratidae
266080,Melamphaidae
61084,Melanellidae
71685,Melaniidae
120373,Melanopsidae
168493,Mellitidae
216556,Melocrinidae
61090,Melongenidae
328998,Membranicellariidae
82189,Membraniporidae
244784,Menaspidae
191243,Menidae
154829,Menneraspidae
95114,Menomoniidae
340686,Mentzeliidae
121188,Meristellidae
126905,Meristidae
133671,Merlucciidae
107145,Merulinidae
61103,Mesodesmatidae
140621,Mesohibolitidae
102303,Mesopalaeasteridae
304720,Mesoprosopidae
317872,Mesotrypidae
147478,Mespilocrinidae
100274,Mesturidae
120328,Metacerithiidae
155677,Metadoxididae
133736,Metagnostidae
93078,Metalegoceratidae
86818,Metasibiritidae
70855,Metoptomatidae
118706,Metrarabdotosidae
110325,Metriophyllidae
218303,Micheleidae
81476,Micheliniidae
351280,Mickwitziidae
105043,Micrabaciidae
168526,Micrasteridae
329809,Microcarididae
58773,Microdomatidae
61123,Micromelaniidae
347515,Micropilinidae
98585,Microporellidae
98582,Microporidae
53608,Microsolenidae
185925,Migmasteridae
88836,Milacidae
57038,Milleporellidae
113740,Milleporidae
88903,Millericrinidae
165670,Miltonellidae
92809,Mimagoniatitidae
92802,Mimoceratidae
92796,Mimosphinctidae
70287,Minchinellidae
102344,Miocidaridae
124480,Mirandellidae
142553,Misistellidae
304650,Miskoiidae
155375,Missisquoiidae
206536,Mithracitidae
61164,Mitridae
117669,Mitsukurinidae
68891,Mobergellidae
265807,Mochokidae
106645,Modiolopsidae
61173,Modiomorphidae
61174,Modulidae
83304,Molidae
61177,Molpadiidae
83296,Monacanthidae
101370,Monasteridae
93154,Mongoloceratidae
231518,Monkaspididae
306248,Monograptidae
87437,Monophorasteridae
61187,Monopleuridae
329713,Monoporellidae
61189,Monotidae
61190,Montacutidae
310910,Montastraeidae
82384,Monticuliferidae
317073,Monticuliporidae
53614,Montlivaltiidae
61197,Mopaliidae
266069,Moridae
131421,Mormyridae
266305,Moronidae
301675,Morphoceratidae
321974,Mosaethyrididae
286973,Moselopteridae
199551,Mosquoceratidae
113893,Mucophyllidae
123799,Mucrospiriferidae
134144,Muensterellidae
81744,Muensteroceratidae
266192,Mugilidae
130600,Muirwoodellidae
180587,Mullericeratidae
244279,Mulleriidae
119346,Multiconidae
116347,Multisoleniidae
117608,Multisparsidae
122306,Multithecoporidae
259174,Munididae
256155,Munidopsidae
143703,Muniericeratidae
132681,Muraenidae
278225,Murchisonellidae
57203,Murchisoniidae
61223,Muricidae
58782,Mussidae
61231,Myalinidae
66158,Mycteropidae
82267,Myctophidae
61232,Myidae
80577,Myliobatidae
61234,Myochamidae
135444,Myodakryotidae
165267,Myophorellidae
61239,Myophoricardiidae
61240,Myophoriidae
247261,Myriacanthidae
118707,Myriaporidae
161567,Myriotrochidae
61245,Mysidiellidae
127800,Mysterioceratidae
125083,Mystrophoridae
61248,Mytilidae
307918,Myxillidae
111116,Nacellidae
155460,Namanoiidae
86692,Nannitidae
154072,Narcinidae
122482,Narthecoceratidae
61264,Nassariidae
86695,Nathorstitidae
61317,Naticidae
124237,Naukatidae
93682,Nautilidae
94709,Necrocarcinidae
297011,Nectocarididae
117804,Negoporitidae
168640,Neitheidae
112070,Nelegerocornidae
154135,Neltneriidae
80979,Nematotrypidae
318886,Nemavermidae
266324,Nemipteridae
106815,Nenoticidaridae
194478,Neoceratodontidae
113877,Neocolumnariidae
64671,Neocomitidae
61339,Neocyclotidae
162990,Neocytherideidae
93034,Neodimorphoceratidae
93005,Neoglyphioceratidae
93074,Neoicoceratidae
153788,Neolaganidae
61340,Neoleptonidae
61341,Neomiodontidae
81183,Neomorphasteridae
101359,Neopalaeasteridae
82918,Neoretziidae
135993,Neoschismatidae
155359,Nepeidae
88801,Nephelograptidae
128202,Nephriticeratidae
82350,Nephropidae
351506,Nephtheidae
319046,Nephtyidae
90747,Neptuneidae
128406,Neptunoceratidae
276402,Neridomidae
61352,Nerineidae
61353,Nerinellidae
141021,Neritariidae
61374,Neritidae
116315,Neritiliidae
61383,Neritopsidae
81804,Nerrhenidae
113635,Neuroporidae
151322,Nevadiidae
121030,Newtoniellidae
127696,Nikiforovellidae
124263,Nileidae
125916,Niorhynicidae
124241,Nisusiidae
110204,Nododelphinulidae
186929,Nodophilomedidae
270815,Nodopolycopidae
147683,Nodoprosopidae
61404,Noetiidae
92988,Nomismoceratidae
92856,Nordiceratidae
185562,Nordophiceratidae
126981,Norellidae
86810,Noridiscitidae
235704,Noritidae
322633,Noritubispongiidae
306260,Normalograptidae
155376,Norwoodiidae
95937,Nostoceratidae
127902,Nothoceratidae
80584,Notidanidae
98356,Notodromadidae
53979,Notopteridae
127015,Notosariidae
123793,Notothyrididae
119392,Nowakiidae
173395,Nuchidae
130622,Nucleatidae
153762,Nucleolitidae
110361,Nucleospiridae
61453,Nuculanidae
112894,Nucularcidae
61454,Nuculidae
302167,Nursallidae
90122,Nystiellidae
241980,Obaichthyidae
123442,Obolellidae
68767,Obolidae
123327,Obturamentellidae
126741,Ochmazochitonidae
126989,Ochotorhynchiidae
81747,Oculinidae
68996,Ocypodidae
63010,Odontaspididae
56895,Odontopleuridae
301237,Oecoptychiidae
91509,Offacolidae
70170,Olangocoeliidae
131154,Olcostephanidae
90394,Olenellidae
82598,Olenidae
168416,Oligopygidae
125915,Oligorhynchiidae
121084,Olivellidae
61486,Olividae
61489,Omalaxidae
151514,Omalodontidae
61490,Omalogyridae
311511,Omanasteridae
61494,Omphalocirridae
57028,Omphalotrochidae
69156,Oncoceratidae
111608,Oncousoeciidae
104754,Onychasteridae
118659,Onychocellidae
58668,Onychochilidae
227396,Onychodontidae
351164,Onychopterellidae
147779,Oonoceratidae
131152,Oosterellidae
330793,Opesiulidae
80872,Ophiacanthidae
80846,Ophiactidae
149310,Ophiceratidae
81141,Ophidiasteridae
82269,Ophididae
133543,Ophidiidae
N/A,Ophidioceratidae
57163,Ophiletidae
80859,Ophiocomidae
80857,Ophiodermatidae
80854,Ophiolepididae
80864,Ophiomyxidae
307153,Ophiopsidae
208738,Ophiopsiidae
80862,Ophiothricidae
80868,Ophiuridae
103936,Ophiurinidae
113222,Opisthonematidae
55372,Opisthophyllidae
266194,Opistognathidae
266306,Oplegnathidae
215144,Oplophoridae
96536,Oppeliidae
143353,Oppelismiliidae
266606,Orbiporidae
61507,Orbitestellidae
118709,Orbituliporidae
327496,Orculidae
96095,Ordosiidae
77407,Oreasteridae
63015,Orectolobidae
223673,Oregoniidae
135544,Oreohelicidae
56950,Oriostomatidae
103405,Ormoceratidae
199076,Orodontidae
198569,Orometopidae
131669,Orthacodontidae
264741,Orthalicidae
82652,Orthidae
124973,Orthidiellidae
103321,Orthoceratidae
346078,Orthogonikleithridae
85088,Orthonematidae
68928,Orthonemidae
61517,Orthonotidae
70857,Orthonychiidae
168414,Orthopsidae
125922,Orthorhynchulidae
124120,Orthotetellidae
87270,Orthotetidae
104565,Orthothecidae
130888,Orthotomidae
96199,Orthrozanclidae
93064,Orulganitidae
95230,Oryctocephalidae
329812,Ostenocarididae
131692,Ostenoselachidae
53976,Osteoglossidae
149973,Osteolepididae
127968,Ostraciidae
61529,Ostreidae
118711,Otionellidae
86647,Otoceratidae
154379,Otodontidae
301229,Otoitidae
307150,Ottoiidae
123877,Overtoniidae
61540,Ovulidae
310341,Oxopleciidae
193695,Oxynoticeratidae
61544,Oxytomidae
110496,Oziidae
186543,Pachastrellidae
97076,Pachycardiidae
264068,Pachyceratidae
61552,Pachychilidae
93187,Pachyclymeniidae
99762,Pachycormidae
82577,Pachydiscidae
170810,Pachydomellidae
302306,Pachylasmatidae
123544,Pachylocrinidae
84222,Pachyphyllidae
81479,Pachyporidae
121379,Pachyrhizodontidae
81371,Pachyteichismatidae
122500,Padunoceratidae
127309,Paeckelmanellidae
253040,Pagodatrochidae
155006,Pagodiidae
147773,Paguridae
272119,Paguridea
61561,Paladmetidae
87612,Palaeacidae
102306,Palaeasteridae
168791,Palaechinidae
182769,Palaeobelemnopsidae
244363,Palaeocarditidae
163372,Palaeocaudinidae
127269,Palaeochoristitidae
211573,Palaeocorystidae
161956,Palaeocucumariidae
112992,Palaeocyclidae
81473,Palaeofavosiporidae
63604,Palaeolabridae
154941,Palaeolenidae
61564,Palaeomutelidae
141006,Palaeonaricidae
69031,Palaeoniscidae
184668,Palaeopemphidae
218362,Palaeopentachelidae
168988,Palaeophreatoicidae
86780,Palaeophyllitidae
122120,Palaeoporitidae
133670,Palaeorhynchidae
121007,Palaeorissoinidae
85340,Palaeoscolecidae
115427,Palaeosmiliidae
168691,Palaeostomatidae
119004,Palaeostylidae
68673,Palaeotrochidae
91441,Palaeoxanthopsidae
57137,Palaeozygopleuridae
101201,Palaeuridae
127050,Palaferellidae
102860,Palasterinidae
103669,Palasteriscidae
162951,Palelpidiidae
116159,Paleoalveolitidae
122214,Paleocyclidae
93914,Paleolimulidae
142295,Paleomeridae
168545,Paleopneustidae
245152,Paleospinacidae
331994,Palermoceratidae
70281,Palermocoeliidae
94234,Palinuridae
113887,Paliphyllidae
259697,Palmatolepidae
70323,Pamiroseriidae
133818,Panderiidae
337059,Panderodontidae
61581,Pandoridae
