taxon_no,taxon_name
22383,Coleia
218351,Hasaracancer
22467,Hellerocaris
22662,Proeryon
218359,Pseudocoleia
22742,Tropifer
147747,Componocancer
224422,Corystes
224425,Corystites
224428,Gomezinus
224430,Harenacorystes
224432,Hebertides
22550,Micromithrax
274939,Aegaeon
215308,Crangon
215310,Morscrangon
274949,Philocheras
274955,Pontocaris
274957,Vercoia
97779,Crossotonotus
63279,Callianopsis
22390,Ctenocheles
22478,Hillius
274631,Ketamia
93912,Tymolus
223183,Xeinostoma
275268,Cymonomoides
223186,Cymonomus
22332,Avitelmessus
22401,Dakoticancer
22725,Tetracarcinus
22405,Diaulax
219626,Annuntidiogenes
272122,Calcinus
275162,Cancellus
219631,Ciliopagurus
22377,Clibanarius
219645,Diogenes
22418,Eocalcinus
22594,Paguristes
219665,Parapaguristes
22634,Petrochirus
219676,Striadiogenes
275188,Strigopagurus
110511,Jonesius
110512,Palmyria
22320,Archaeocypoda
22334,Bartethusa
223198,Cartethusa
22407,Dorippe
223203,Eodorippe
223205,Heikeopsis
223207,Medorippe
223211,Neodorippe
223213,Nobilum
223215,Paradorippe
94717,Telamonocarcinus
22724,Tepexicarcinus
223219,Titanodorippe
275240,Austrodromidia
274564,Conchoecetes
220915,Cryptodromia
22410,Dromia
220922,Dromidia
275247,Dromidiopsis
22412,Dromiopsis
97771,Dynomene
220940,Epigodromia
275250,Epipedodromia
275252,Fultodromia
275255,Haledromia
220942,Kerepesia
274572,Lauridromia
274575,Petalomera
220944,Pseudodromilites
274580,Sphaerodromia
275259,Stimdromia
274577,Takedromia
22460,Graptocarcinus
274584,Hirsutodynomene
220967,Kromtitis
274587,Metadynomene
22599,Palaeodromites
275011,Enoplometopus
22419,Eocarcinus
22376,Chorilia
22474,Herbstia
22487,Hyastenus
22511,Libinia
22642,Pisa
223558,Pisoides
223561,Pitho
68985,Rochinia
22707,Scyra
223564,Tylocarcinus
22425,Eriphia
22416,Enoploclytia
22426,Eryma
22596,Palaeastacus
22681,Pustulina
22717,Stenodactylina
22392,Cycleryon
22428,Eryon
22500,Knebelia
218321,Rosenfeldia
261781,Wrangelleryon
223222,Ethusa
22374,Chlinocephalus
225795,Corallicarcinus
225798,Eucrate
22437,Euryplax
22589,Orbitoplax
225807,Palaeopsopheticus
22712,Simonellia
225810,Stoaplax
225812,Viaplax
219467,Acanthogalathea
219471,Agononida
275109,Allogalathea
219473,Austromunida
219475,Brazilomunida
219477,Calteagalathea
219479,Cretagalathea
22422,Eomunidopsis
219486,Faxegalathea
22440,Galathea
22445,Gastrosacus
256404,Hispanigalathea
219511,Lessinigalathea
219514,Luisogalathea
22558,Munida
22560,Munitheites
22602,Palaeomunida
22603,Palaeomunidopsis
22621,Paragalathea
275137,Paramunida
275139,Phylladiorhynchus
22670,Protomunida
275141,Raymunida
133604,Shinkaia
219545,Spathagalathea
22441,Galene
225212,Halimede
22364,Cardisoma
22321,Archaeogeryon
68993,Chaceon
22415,Ekalakia
133608,Glaessneropsis
22753,Vectis
147667,Verrucarcinus
215337,Cedrillosia
22452,Glyphea
215410,Squamosoglyphea
22738,Trachysoma
274959,Glyphocrangon
274782,Gnathophylloides
274785,Gnathophyllum
63311,Amydrocarcinus
22361,Carcinoplax
22455,Gonoplax
22489,Icriocarcinus
147765,Kowaicarcinus
225835,Magyarcarcinus
22585,Ommatocarcinus
225839,Psopheticus
22456,Goniochele
22396,Cycloprosopon
22397,Cyclothyreus
147695,Eodromites
22459,Goniodromites
220784,Maurimia
310748,Navarradromites
22644,Pithonoton
22645,Plagiophthalmous
147696,Sabellidromites
220803,Trachynotocarcinus
220807,Trechmannius
310803,Dawsonius
218262,Gourretia
226107,Litograpsus
226109,Metopograpsus
226111,Miograpsus
97778,Pachygrapsus
22646,Planes
22473,Hepatus
225842,Bellhexapus
225844,Eohexapus
225846,Eurohexapus
22458,Goniocypoda
22477,Hexapus
225863,Holthuisea
275156,Hippa
272143,Albunaea
272152,Hapalogaster
272111,Lepidopa
274885,Alope
274887,Eualus
274889,Hippolyte
274892,Latreutes
274894,Lebbeus
274897,Leontocaris
274942,Lissosabinea
274902,Merhippolyte
274944,Metacrangon
274904,Nauticaris
274945,Paracrangon
274947,Parapontophilus
274907,Saron
274909,Thor
274910,Tozeuma
22317,Antarctomithrax
220997,Dagnaudus
147732,Doerflesia
271106,Eohomola
22444,Gastrodorus
93835,Homola
274591,Homolochunia
274593,Homologenus
274595,Homolomannia
22483,Homolopsis
221010,Hoplitocarcinus
274598,Lamoha
221012,Latheticocarcinus
274602,Latreillopsis
221029,Lignihomola
221031,Londinimola
235678,Metahomola
274605,Moloha
221033,Paromola
221035,Paromolopsis
221037,Prohomola
274610,Yaldwynopsis
22765,Zygastrocarcinus
22316,Antarctidromia
274617,Dicranodromia
22423,Eoprosopon
22482,Homolodromia
219792,Homolus
219794,Notiodromia
22614,Palehomola
219804,Preclarocarcinus
219807,Rhinodromia
104104,Lathahypossia
222860,Ibericancer
222862,Seorsus
22713,Sodakus
223574,Achaeus
275318,Cyrtomaia
275322,Dorhynchus
275324,Dumea
275326,Ephippias
22492,Inachus
275328,Litosus
22528,Macrocheira
275330,Macropodia
275332,Oncinopus
63665,Stenorhynchus
275335,Vitjazmaia
22435,Euprognatha
223587,Leurocyclus
22682,Pyromaia
220888,Concavilateris
220892,Konidromites
22497,Jaxea
217968,Laomedia
217970,Laurentiella
217974,Reschia
274612,Eplumula
274614,Latreillia
22505,Lecythocaris
22313,Ampliura
22315,Andorina
174309,Arcania
275293,Bellidilia
275277,Cryptocnemus
223484,Duncanitrix
22414,Ebalia
223460,Euclosia
223487,Gemmacarcinus
22471,Hepatinulus
223394,Heteronucia
22490,Ilia
167406,Iliacantha
22494,Ixa
22509,Leucosia
22510,Leucosilia
223399,Merocryptus
22564,Myra
22579,Nucia
22580,Nucilobus
22604,Palaeomyra
223419,Paranursia
22633,Persephona
22636,Philyra
223446,Pseudophilyra
223498,Pterocarcinus
22683,Randallia
167395,Speloeophorus
223455,Tokoyo
22744,Typilobus
223458,Uhlias
223477,Urnalana
275191,Lithodes
275193,Neolithodes
91423,Paralomis
272115,Echidnocerus
272117,Phyllolithodes
22516,Lithophylax
225890,Gollincarcinus
225892,Lessinioplax
225914,Maingrapsus
93872,Paracorallicarcinus
22514,Lissocardia
22517,Litogaster
22622,Paralitogaster
22675,Pseudoglyphea
22677,Pseudopemphix
235018,Tridactylastacus
275144,Lomis
147678,Abyssophthalmus
220847,Antarctiprosopon
22381,Coelopus
220852,Dioratiopus
22451,Glaessnerella
147674,Longodromites
110004,Planoprosopon
22337,Binkhorstia
22521,Longusorbis
274701,Lucifer
22529,Macrophthalmus
276140,Macropthalmus
226067,Tritodynamia
224511,Boschettia
230732,Faksecarcinus
224530,Falsiportunites
22530,Macropipus
224535,Maeandricampus
211597,Megokkos
224552,Minohellenus
224561,Necora
224569,Parathranites
22649,Pleolobites
224574,Portufuria
22655,Portunites
22695,Rhachiosoma
22310,Actinotocarcinus
275338,Anacinetops
310168,Chondromaia
275340,Choniognathus
22421,Eoinachoides
22424,Epialtus
275301,Griffinia
275303,Huenia
223592,Jacquinotia
22508,Leptomithrax
22532,Maja
275307,Menaethius
97782,Micippa
275349,Microhalimus
22549,Micromaia
22553,Mithracia
223655,Mithraculus
98727,Mithrax
223531,Nanomaja
275351,Naxia
223664,Nemausa
22573,Notomithrax
223533,Panticarcinus
275358,Paramithrax
22632,Periacanthus
275309,Perinia
275360,Pippacirama
22643,Pisomaja
223619,Planobranchia
275362,Prismatopus
149084,Pseudomicippe
22680,Pugettia
223623,Schizophroida
223626,Schizophrys
22716,Stenocionops
223669,Teleophrys
275372,Teratomaia
22730,Thoe
223629,Tumidomaia
275374,Tumulosternum
22755,Wilsonimaia
223190,Marocarcinus
22534,Martinocarcinus
22344,Branchioplax
22380,Coeloma
225951,Homoliformis
22723,Tehuacana
223517,Ashtoret
223518,Eomatuta
223520,Hemsut
22536,Matuta
223522,Szaboa
22539,Mecochirus
22547,Meyeria
22658,Praeatya
22708,Selenisca
275025,Michelea
218304,Paki
206534,Enodicarcinus
22554,Mithracites
259175,Juracrista
256154,Ambulocapsa
256160,Ankylokypha
256162,Aulavescus
256165,Bullariscus
256170,Cracensigillatus
256173,Culmenformosa
22559,Munidopsis
256407,Nykteripteryx
256176,Octoeurax
256178,Pegomyrmekella
256180,Vetoplautus
94710,Corazzatocarcinus
221105,Cristella
22565,Necrocarcinus
22623,Paranecrocarcinus
22651,Polycnemidium
22676,Pseudonecrocarcinus
221146,Shazella
274766,Lipkius
274768,Nematocarcinus
149096,Acanthacaris
149098,Eunephrops
149099,Homarinus
22480,Homarus
22484,Hoploparia
149093,Jagtia
22545,Metanephrops
149100,Nephropides
22568,Nephrops
217850,Nephropsis
22569,Nephropsis
22586,Oncopareia
22605,Palaeonephrops
22619,Paraclythia
217859,Pseudohomarus
149102,Thaumastocheles
149103,Thaumastochelopsis
149104,Thymopides
149105,Thymops
149106,Thymopsis
217861,Wongastacia
22571,Nodoprosopon
22582,Ocypode
22745,Uca
274915,Ogyrides
274738,Acanthephyra
274744,Hymenodora
274747,Meningodora
22578,Notostomus
22588,Oplophorus
274755,Stystellaspis
274756,Systellapsis
215148,Tonellocaris
22486,Hyas
63303,Oregonia
223233,Cherpiocarcinus
211588,Marycarcinus
211592,Orithopsis
211589,Paradoxicarcinus
211593,Silvacarcinus
225720,Epixanthus
225722,Lydia
22541,Menippe
22593,Ozius
22674,Pseudocarcinus
22314,Anapagurus
275198,Bathypaguropsis
275200,Bythiopagurus
22404,Dardanus
219682,Diacanthurus
22457,Goniochirus
275202,Goreopagurus
275204,Lophopagurus
275209,Pagurixus
22595,Pagurus
22606,Palaeopagurus
275215,Porcellanopagurus
275217,Propagurus
219783,Pylopagurus
272149,Aniculus
272120,Cenobita
272128,Eupagurus
272124,Isocheles
272126,Spiropagurus
215200,Alburnia
22335,Bechleja
215206,Beurlenia
22551,Micropsalis
22597,Palaemon
274803,Palaemonetes
22663,Propalaemon
215218,Pseudocaridinella
215221,Schmelingia
215223,Yongjicaris
274792,Leander
274794,Macrobrachium
311775,Alessandranina
222256,Araripecarcinus
222787,Bicornisranina
222790,Cenocorystes
235161,Cosmonotus
222221,Cretacoranina
22388,Cristafrons
222296,Erroranilia
22433,Eumorphocorystes
311805,Giulianolyreidus
22468,Hemioon
222239,Heus
222302,Lianira
22523,Lophoranina
22525,Lovarina
222269,Lyreidina
22527,Lyreidus
22574,Notopocorystes
22575,Notopoides
22576,Notopus
22577,Notosceles
222310,Ponotus
222819,Quasilaeviranina
22684,Ranidina
22685,Ranilia
22688,Raniliformis
22686,Ranina
22687,Raninella
22689,Raninoides
222785,Remyranina
22699,Rogueus
222856,Sabahranina
22740,Tribolocephalus
222721,Umalia
22610,Palaeopentacheles
110503,Jakobsenius
110501,Lobulata
225126,Palaeoxantho
22613,Palaeoxanthopsis
110504,Paraverrucoides
110505,Remia
66896,Rocacarcinus
110506,Verrucoides
226094,Eopalicus
226099,Palicus
226101,Spinipalicus
22319,Archaeocarabus
218377,Archaeopalinurus
22327,Astacodes
22496,Jasus
218386,Justitia
22512,Linuparus
22608,Palaeopalinurus
22616,Palinurina
22617,Palinurus
219216,Panulirus
22635,Phalangites
275059,Projasus
275061,Puerulus
22700,Rugafarius
235020,Yunnanopalinura
274920,Chlorotocella
274923,Chlorotocus
274925,Heterocarpus
215241,Pandalus
274926,Plesionika
274935,Stylopandalus
225311,Balcacarcinus
225313,Bittnereus
225315,Carinocarcinus
225325,Eurypanopeus
22438,Eurytium
22453,Glyphithyreus
225329,Hexapanopeus
22501,Laevicarcinus
22522,Lophopanopeus
225420,Pakicarcinus
22600,Palaeograpsus
22618,Panopeus
22679,Pseudorhombila
225424,Sereneopeus
225363,Tetraxanthus
275220,Oncopagurus
275224,Paragiopagurus
275226,Parapagurus
275230,Strobopagurus
275232,Sympagurus
229031,Mesoparapylocheles
217954,Aenigmastacus
22328,Astacopsis
190414,Austrolestidion
217959,Palaeoechinastacus
217961,Paranephrops
22307,Acantholambrus
223239,Bittnerilia
22343,Branchiolambrus
93860,Daldorfia
223690,Derilambrus
223692,Enoplolambrus
223695,Eurolambrus
223697,Latulambrus
22506,Leiolambrus
224139,Mesolambrus
22544,Mesorhoea
22629,Parthenope
223716,Phrynolambrus
223721,Rhinolambrus
223724,Tutankhamen
274724,Eupasiphae
274726,Glyphus
274730,Parapasiphae
215031,Pasiphaea
22630,Pemphix
215953,Sinopemphix
211286,Albertoppelia
168922,Ambilobeia
22318,Antrimpos
22340,Bombur
274666,Funchalia
274669,Metapenaeopsis
274676,Metapenaeus
274681,Parapenaeus
274684,Penaeopsis
22631,Penaeus
274689,Trachypenaeus
274937,Physetocaris
22311,Actumnus
225295,Arges
225230,Budapanopeus
225298,Cryptolutea
225232,Eohalimede
225236,Eopilumnus
22432,Eumorphactaea
22442,Galenopsis
225260,Gecchelicarcinus
97780,Glabropilumnus
225267,Heteropanope
225269,Lobogalenopsis
225271,Pilumnopeus
22639,Pilumnus
225221,Santeella
22720,Styrioplax
225302,Typhlocarcinus
225224,Viacarcinus
63290,Asthenognathus
22640,Pinnixa
226040,Pinnotheres
113640,Propinnotheroides
226044,Viapinnixa
226048,Zaops
22625,Parapirimela
224874,Pirimela
224876,Pliopirimela
224878,Trachypirimela
215957,Glaessnericaris
22647,Platychela
22648,Platypleon
172003,Platykotta
225741,Pelaeus
215315,Pleopteryx
218366,Antarcticheles
274996,Pentacheles
274999,Polycheles
275009,Willemoesia
22754,Willemoesiocaris
274808,Anchistus
274810,Notopontonia
274813,Palaemonella
274816,Periclimenes
274821,Pseudopontonia
275146,Ancylocheles
219547,Annieporcellana
219549,Beripetrolisthes
219551,Eopetrolisthes
219553,Jurellana
219555,Lobipetrolisthes
219557,Longoporcellana
219560,Pachycheles
275149,Petrocheles
89026,Petrolisthes
97783,Pisidia
22652,Porcellana
272108,Megalobrachium
272101,Pisosoma
272139,Porcella
224956,Acanthoportunus
337361,Achelous
224959,Arenaeus
22350,Callinectes
224897,Carupa
22370,Charybdis
22384,Colneptunus
224975,Cronius
22417,Enoplonotus
225064,Eocharybdis
22434,Euphylax
224883,Euronectes
224887,Laleonectes
224890,Lissocarcinus
224927,Lupocyclus
224893,Mioxaiva
22566,Necronectes
22570,Neptocarcinus
58208,Neptunus
224940,Paraeuphylax
22650,Podophthalmus
22653,Pororaria
22654,Portunus
22667,Proterocarcinus
225033,Pseudoachelous
86628,Psygmophthalmus
97781,Rakosia
225036,Rathbunites
22701,Sandomingia
224947,Saratunus
22703,Scylla
225066,Thalamita
225072,Thalamitoides
224952,Viaophthalmus
225997,Geothelphusa
225986,Potamon
22657,Potamonautes
226019,Tanzanonautes
22696,Rhinopoupinia
223680,Heeia
223682,Priscinachus
274917,Processa
22502,Laeviprosopon
220815,Nipponopon
22664,Prosopon
147656,Protuberosa
22690,Rathbunopon
216140,Protastacus
22673,Psammocarcinus
225427,Nanoplax
225746,Euryozius
225750,Priabonocarcinus
225752,Santeexanthus
91416,Tongapapaka
229033,Cretatrizocheles
275237,Trizocheles
22400,Cyrtorhina
22524,Lophoraninella
246416,Pseudorogueus
22323,Archaeopus
22386,Costacopluma
22389,Cristipluma
22520,Loerentheya
224157,Loerenthoplumopsa
22587,Ophthalmoplax
22692,Retrocypoda
22693,Retropluma
22694,Retrorsichela
274772,Rhybchocinetes
274773,Rhynchocinetes
301288,Cryptopagurus
301285,Schobertella
275063,Antarctus
275065,Arctides
275067,Bathyarctus
219221,Biarctus
275069,Crenarctus
275071,Galearctus
275073,Ibacus
22615,Palibacus
22628,Parribacus
22704,Scyllarella
22705,Scyllarides
22706,Scyllarus
274704,Acetes
274706,Petalidium
274708,Sergestes
274717,Sergia
226119,Neosarmatium
22710,Sesarma
22711,Sicyonia
274693,Haliporoides
274696,Hymenopenaeus
274699,Solenocera
22411,Dromilites
220954,Ferricorda
274989,Microprosthema
274991,Spongicoloides
216124,Chilenophoberus
293782,Gracilimanus
293780,Gypsonicus
22611,Palaeophoberus
156276,Pseudastacus
22715,Stenochirus
22732,Tillocheles
211388,Phoenice
274993,Stenopus
275028,Strahlaxius
274778,Stylodactylus
147697,Gabriella
147693,Tanidromites
210724,Tetrachela
225432,Tetralia
22727,Thalassina
225077,Thia
218265,Crosniera
147739,Tenuihomola
22734,Tithonohomola
68962,Archaeotetra
225434,Eomaldivia
259180,Maldivia
225437,Paratetralia
225439,Trapezia
104111,Tricarina
225082,Sylviocarcinus
225137,Agostella
63287,Baricarcinus
225140,Dynomenopsis
22519,Lobonotus
104103,Nitotacarcinus
110507,Paratumidocarcinus
225153,Paronacarcinus
225155,Pulalius
22733,Titanocarcinus
22743,Tumidocarcinus
22759,Xanthilites
22747,Udorella
216111,Malmuncina
22748,Uncina
275045,Acutigebia
275047,Austinogebia
22749,Upogebia
226125,Asthenognathus
147767,Austrohelice
22341,Brachynotus
226133,Cyclograpsus
226148,Eriocheir
226130,Globihexapus
226150,Hemigrapsus
226137,Miosesarma
226141,Sestrostoma
22750,Utica
219612,Venipagurus
22308,Actaea
225467,Actaeodes
225470,Actaeops
22331,Atergatis
225627,Banareia
225646,Bernuffius
22375,Chlorodiella
22394,Cyclocorystes
225503,Cyclodius
22398,Cycloxanthops
225573,Demania
22430,Etisus
225524,Euxanthus
225472,Forestia
225474,Gaillardiellus
225580,Garthiope
225526,Glyptoxanthus
97777,Haydnella
22475,Heteractaea
225528,Hypocolpus
97804,Lachnopodus
22504,Lambropsis
225585,Leotodius
225587,Leptodius
225591,Liagore
225549,Liomera
225531,Lipaesthesius
225593,Macromedaeus
225535,Madaeus
225533,Medaeops
22540,Medaeus
225595,Megamia
225597,Metopoxantho
225600,Micropanope
22556,Monodaeus
225605,Nanocassiope
225558,Neoliomera
225565,Neomeria
225652,Nogarolia
225608,Palaeoxanthops
225480,Paractaea
225613,Paraxanthias
22637,Phlyctenodes
225507,Pilodius
225638,Platypodia
225490,Pseudophlyctenodes
225654,Sculptoplax
225640,Serenius
22714,Speocarcinus
22758,Xandaros
225616,Xanthias
22760,Xantho
22761,Xanthodius
225642,Zosimus
22763,Xenophthalmus
110508,Fredericia
22462,Harpactocarcinus
22463,Harpactoxanthopsis
225179,Lovaracarcinus
110509,Martinetta
110510,Neozanthopsis
22764,Zanthopsis
215317,Acanthinopus
211251,Aciculopoda
225656,Actaeites
22309,Actaeopsis
215319,Alcmonacaris
220986,Ameridromia
219614,Ammopylocheles
272089,Amphitrite
226162,Anaglyptus
275266,Archaeobrachyura
22324,Archeosolenocera
22325,Archithelphusa
22326,Aspidogaster
226164,Aulacopodia
22338,Blaculla
22339,Blepharipoda
311809,Bournelyreidus
226166,Brome
215323,Buergerocaris
22345,Bylgia
63193,Calapa
22353,Cambarus
225659,Caprocancer
22359,Carcinocarcinus
22363,Cardirhynchus
91520,Carinacaris
22366,Carpilodes
22369,Charassocarcinus
22372,Cheramus
22373,Chiiengphoherus
272084,Chlorodius
311788,Colombicarcinus
225661,Colpocaris
22385,Corellicarcinus
225663,Cretachlorodius
22387,Cretachlorodus
211307,Cretapenaeus
211375,Cretasergestes
22391,Cyamocarcinus
22402,Daira
290862,Dalletastacus
226156,Daragrapsus
22403,Daranyia
22406,Doratiopus
22409,Drobna
22413,Dusa
219616,Eopaguropsis
220989,Eotrachynotocarcinus
219618,Eotylaspis
225665,Eoxanthias
22427,Erymastacus
22436,Eurycarpus
216053,Galicia
22443,Gampsurus
22446,Gebia
272093,Gelasimus
22447,Gemmellarocarcinus
22448,Geryon
22450,Glabropilumus
22454,Glyptodynomene
273117,Grapsus
225692,Gwana
211315,Hakelocaris
22461,Halice
22465,Hecia
22466,Hefriga
22469,Hemiplax
22476,Heterocrypta
22481,Homelys
22485,Huhatanka
272099,Hypoconcha
211317,Ifasya
22491,Imocaris
22495,Ixoides
211384,Jilinicaris
219620,Jurapylocheles
22498,Kierionopsis
22499,Klytia
211320,Koelga
217957,Lammuastacus
215328,Leiothorax
211323,Libanocaris
22513,Liocaris
22515,Lissopsis
211328,Longichela
22526,Loxorynchus
272085,Lupa
226176,Lupeites
211582,Macroacaena
211332,Macropenaeus
22533,Martinezicancer
22535,Mascarananda
22538,Mecochiria
225667,Megaxantho
22542,Mesodromilites
22546,Meyerella
211334,Microchela
22548,Microcorystes
211336,Micropenaeus
133243,Mimilambrus
22555,Mitrax
225669,Muelleroplax
22567,Neopilumnoplax
22572,Noetlingia
226093,Oakucudae
211394,Odontochelion
22583,Oedisoma
22584,Olinaecaris
180628,Oosterinkia
22590,Orhomalus
272137,Othonia
220993,Ovamene
219582,Ovocarcinus
22592,Oxythyreus
217941,Pacifastacus
22601,Palaeohomarus
22612,Palaeopolycheles
211377,Paleomattea
226173,Paradosilissopsa
22624,Parapinnixa
22626,Paratymolus
225672,Paraxanthosia
215330,Parvocaris
225675,Pilumnomimus
215332,Pinnacaris
272098,Plagusia
275239,Podotremata
177466,Polyonyx
225677,Pregeryona
22660,Prepaeduma
272091,Prionoplax
22661,Prochlorodius
225963,Progeryonidae
22671,Protonecrocarcinus
226181,Psammograpsus
211354,Pseudobombur
226160,Pseudodaranyia
211356,Pseudodusa
226183,Pseudomicippella
22691,Rauna
22697,Rhodanicaris
122804,Rioarribia
22698,Roemerus
211366,Satyrocaris
22709,Semiranina
22719,Stephanometopon
22721,Symethis
311806,Symnista
22722,Syphax
225680,Syphaxiella
333152,Tealliocaris
22726,Tetrachelus
22728,Thaumastoplax
22729,Thelecarcinus
225684,Thelphusograpsus
22731,Tiche
22735,Torynomma
22736,Trachycarcinus
22739,Triasiglyphea
319154,Trichia
22741,Trichopaltarion
22746,Udora
22751,Vanua
22752,Varuna
22757,Woodbinax
226187,Wulaicarcinus
225713,Xanthosioides
18949,Adelophthalmus
18957,Carcinosoma
18994,Rhinocarcinosoma
18958,Clarkeipterus
18960,Dolichopterus
18962,Drepanopterus
18968,Eurypterus
259164,Vinetopterus
18971,Hardieopterus
18956,Campylocephalus
286970,Stoermeropterus
66156,Mycterops
18986,Onychopterella
18990,Parastylonurus
18948,Acutiramus
18887,Necrogammarus
18992,Pterygotus
18997,Slimonia
18977,Kiaeropterus
259172,Laurieipterus
351170,Marsupipterus
57512,Megarachne
177150,Woodwardopterus
18950,Alkenopterus
18952,Bassipterus
259171,Brachyopterella
18954,Brachyopterus
18955,Buffalopterus
18959,Ctenopterus
259173,Cyrtoctenus
18961,Dorfopterus
18963,Dunsopterus
18964,Echinognathus
18965,Eocarcinosoma
18966,Erettopterus
18967,Erieopterus
18969,Grossopterus
18970,Hallipterus
18972,Hastimima
18973,Hibbertopterus
18974,Holmipterus
18975,Hughmilleria
18976,Jaekelopterus
18978,Kokomopterus
18979,Lamontopterus
18980,Lanarkopterus
18982,Megalograptus
18983,Mixopterus
18984,Moselopterus
18985,Nanahughmilleria
259135,Orcanopterus
18987,Pagea
18988,Paracarcinosoma
351534,Paraeurypterus
18989,Parahughmillera
63128,Parahughmilleria
286990,Pentlandopterus
18991,Pittsfordipterus
18993,Rhenopterus
18995,Ruedemannipterus
18996,Salteropterus
18998,Strobilopterus
18999,Stylonurella
19000,Stylonuroides
19001,Stylonurus
19002,Syntomopterus
19003,Tarsopterella
63131,Thurandina
19004,Truncatiramus
19005,Tylopterella
19006,Waeringopterus
335280,Wiedopterus
350542,Heterocrania
142085,Chengjiangocaris
19036,Fuxianhuia
151334,Buenaspis
19102,Liwia
19106,Soomaspis
19104,Naraoia
22099,Bredocaris
22217,Branchiocaris
142080,Amplectobelua
19032,Amiella
7370,Anomalocaris
7371,Cassubia
120989,Cucumericus
120988,Parapeytoia
169159,Peytoia
290853,Tamisiocaris
7373,Hurdia
290859,Caryosyntrips
7372,Cerabonusoides
7374,Kerygmachela
7376,Myoscolex
22097,Skara
19065,Chuandianella
22095,Waptia
149905,Guangweicaris
91506,Offacolus
145068,Primicaris
19095,Skania
19059,Actaeus
19060,Alalcomenaeus
142088,Almenia
179003,Apudites
19062,Aristocaris
18920,Bembicosoma
81000,Borchgrevinkium
19063,Bostrichopus
18921,Bunaia
19064,Bundenbachiellus
18923,Bunodes
22101,Burgessia
22102,Cambropachycope
142090,Cindarella
142089,Clypecaris
19066,Corcorania
18925,Cyamocephalus
19067,Dalmaniopsis
19068,Dicerocaris
121045,Dicranocaris
142091,Dongshanocaris
19069,Douglasocaris
19070,Duslia
19071,Emeiella
19029,Emeraldella
142094,Ercaia
133416,Estheria
142095,Forfexicaris
19072,Gaoqiaioella
22103,Goticaris
19073,Habelia
151313,Hadranax
19569,Hanburia
19037,Helmetia
22104,Henningsmoenicaris
19074,Huangshandongia
19075,Isoxys
19076,Jianfengia
303378,Jianshanopodia
19077,Jiucunella
19078,Kablikia
151360,Kleptothule
19038,Kuamaia
22105,Leanchoilia
18928,Legrandella
259146,Lemoneites
350546,Leverhulmia
19079,Liantuoia
18930,Limuloides
149198,Longquania
19043,Marrella
22106,Martinssonia
303376,Megadictyon
19080,Meristosomo
259147,Misszhouia
19081,Molaria
19082,Mollisonia
19083,Motina
19084,Naptile
121041,Nettapezoura
155071,Nuculina
142096,Occacaris
22220,Odaraia
22107,Oelandocaris
152906,Onycholepisma
19085,Oxyuropoda
19086,Pahvantia
149908,Panlongia
142097,Parapaleomerus
18937,Pasternakevia
151316,Pauloterminus
142098,Pectocaris
150294,Phytophilaspis
142099,Pisinnocaris
22108,Plenocaris
22182,Priscansermarinus
81725,Protocarcinus
19088,Protocaris
19089,Pseudarthron
19090,Pseudoarctolepis
142100,Pseudoiulia
18939,Pseudoniscus
142101,Pygmaclypeatus
19091,Quasicaris
22109,Rehbachiella
19040,Retifacies
142102,Rhombicalvaria
350550,Rhynimonstrum
18946,Sanctacaris
142093,Saperion
142694,Schinderhannes
19092,Schizodiscus
19093,Serracaris
19094,Shafferia
171205,Shankouia
303374,Siberion
19033,Sidneyia
142092,Sinoburius
319941,Siphonocetes
142103,Skioldia
167496,Squamacula
170547,Tanglangia
19096,Urokodia
19097,Utahcaris
22110,Walossekia
18943,Weinbergina
167506,Xandarella
30688,Agastapleura
30690,Biarea
30692,Cornwallia
30693,Dirinus
30698,Jilinia
30699,Larium
30701,Manosia
30705,Nekvasilovella
30706,Neogypidula
30709,Pomatospirella
30711,Reflexia
30712,Rhynchoferella
30713,Rictia
30716,Socraticum
30717,Spondylobolus
30722,Venezuelia
30723,Virbium
30725,Yeosinella
30726,Yongjia
26629,Acareorthis
26630,Chile
26829,Kotujella
26853,Matutella
299489,Trifissura
27340,Eichwaldia
124230,Eodictyonella
30697,Isogramma
30702,Megapleuronia
124231,Schizopleuronia
26432,Acanthocrania
26443,Ancistrocrania
26456,Celidocrania
180992,Conocrania
26603,Crania
26462,Craniscus
124222,Danocrania
280848,Deliella
26495,Isocrania
26504,Lepidocrania
26513,Mesocrania
26517,Nematocrania
282831,Novocrania
26531,Orthisocrania
26535,Petrocrania
26536,Philhedra
26543,Pseudocrania
283955,Venetocrania
26571,Westralicrania
26589,Craniops
26472,Discinopsis
26368,Lingulapholis
26392,Paracraniops
26401,Pseudopholidops
288738,Wrightiops
351168,Melbournopterus
26605,Agyrekia
26606,Haupiria
26608,Kutorgina
26611,Schuchertina
26755,Eoconcha
26607,Khasagtina
26870,Narynella
26877,Nisusia
26612,Trematosia
26613,Yorkia
84291,Anomalocalyx
26435,Acrothyra
26436,Acrotreta
26440,Amictocracens
26441,Anabolotreta
26444,Anelotreta
26446,Angulotreta
26447,Aphelotreta
26448,Apsotreta
213563,Araktina
246229,Brachaktassia
26454,Canthylotreta
26460,Conotreta
26466,Cyrtonotreta
26467,Dactylotreta
26470,Dicondylotreta
26475,Ditreta
69563,Eohadrotreta
26485,Eurytreta
26486,Fascicoma
214425,Genetreta
