Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Lat Deg,Lat Min,Lat Sec,Lon Deg,Lon Min,Lon Sec,Decimal Degree,Mineral Name (plain),RRUFF Chemistry (plain),RRUFF Chemistry (concise),Chemistry Elements,Country of Type Locality,Structural Groupname,Fleischers Groupname
570,570,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,16,0,69,24,0,"34.266666666667,69.4",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
570,570,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,16,0,69,24,0,"34.266666666667,69.4",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226441,"Darband Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,16,0,69,24,0,"34.266666666667,69.4",Pyrite,FeS<sub>2</sub>,FeS_2_,Fe S,unknown,Pyrite,pyrite
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Pyrite,FeS<sub>2</sub>,FeS_2_,Fe S,unknown,Pyrite,pyrite
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Pyrrhotite,Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>8</sub>,Fe^2+^_5_Fe^3+^_2_S^2-^_8_,Fe S,Japan,Nickeline,Â 
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Sphalerite,ZnS,ZnS,Zn S,unknown,Sphalerite,sphalerite
570,570,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,22,20,69,22,40,"34.372222222222,69.377777777778",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,22,20,69,22,40,"34.372222222222,69.377777777778",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226470,"Khurd Kabul Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,22,20,69,22,40,"34.372222222222,69.377777777778",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
570,570,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,23,53,69,18,20,"34.398055555556,69.305555555556",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,23,53,69,18,20,"34.398055555556,69.305555555556",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,23,53,69,18,20,"34.398055555556,69.305555555556",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
570,570,226456,"Ghuldarra No. 2 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,24,25,69,15,35,"34.406944444444,69.259722222222",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,226456,"Ghuldarra No. 2 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,24,25,69,15,35,"34.406944444444,69.259722222222",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,226456,"Ghuldarra No. 2 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,24,25,69,15,35,"34.406944444444,69.259722222222",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
570,570,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
570,570,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
570,570,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
570,570,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Covellite,Cu<sup>1+</sup>S,Cu^1+^S,Cu S,Italy,Â ,Â 
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Linnaeite,Co<sup>2+</sup>Co<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Co^2+^Co^3+^_2_S^2-^_4_,Co S,Sweden,Spinel,linnaeite
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Pentlandite,"(Ni,Fe)<sub>9</sub>S<sub>8</sub>","(Ni,Fe)_9_S_8_",Ni Fe S,United Kingdom,Pentlandite,pentlandite
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Pyrite,FeS<sub>2</sub>,FeS_2_,Fe S,unknown,Pyrite,pyrite
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Pyrrhotite,Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>8</sub>,Fe^2+^_5_Fe^3+^_2_S^2-^_8_,Fe S,Japan,Nickeline,Â 
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Sphalerite,ZnS,ZnS,Zn S,unknown,Sphalerite,sphalerite
1000,541,30622,"Aynak Central Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",34,15,58,69,18,2,"34.266111111111,69.300555555556",Violarite,Fe<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Fe^2+^Ni^3+^_2_S^2-^_4_,Fe Ni S,Canada,Spinel,linnaeite
570,570,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
570,570,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
1000,541,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Linnaeite,Co<sup>2+</sup>Co<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Co^2+^Co^3+^_2_S^2-^_4_,Co S,Sweden,Spinel,linnaeite
1000,541,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Pentlandite,"(Ni,Fe)<sub>9</sub>S<sub>8</sub>","(Ni,Fe)_9_S_8_",Ni Fe S,United Kingdom,Pentlandite,pentlandite
1000,541,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Pyrite,FeS<sub>2</sub>,FeS_2_,Fe S,unknown,Pyrite,pyrite
1000,541,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Sphalerite,ZnS,ZnS,Zn S,unknown,Sphalerite,sphalerite
1000,541,226368,"Aynak West Prospect, Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",,30621,"Aynak Cu Deposit (Mes Aynak), Mohammad Agha District (Muhammad Agha District), Lowgar Province (Lawgar Province; Lawghar Province; Logar Province; Loghar Province; Lowghar Province), Afghanistan",0,0,0,0,0,0,"0,0",Violarite,Fe<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Fe^2+^Ni^3+^_2_S^2-^_4_,Fe Ni S,Canada,Spinel,linnaeite
286,286,226338,"Surkhi Parsa Cu-U Occurrence (Surkh-i-Parso), Surkhi Parsa District, Parvan Province (Parwan Province), Afghanistan",,226338,"Surkhi Parsa Cu-U Occurrence (Surkh-i-Parso), Surkhi Parsa District, Parvan Province (Parwan Province), Afghanistan",34,51,0,68,39,0,"34.85,68.65",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
115,115,105775,"Ain Sefra, Saida Province, Algeria",,105775,"Ain Sefra, Saida Province, Algeria",32,45,0,0,-35,0,"32.75,-0.58333333333333",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,212977,"Djebel Djara, Saida Province, Algeria",,212977,"Djebel Djara, Saida Province, Algeria",32,49,59,0,-14,-29,"32.833055555556,-0.24138888888889",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,212978,"Garat Debba, Saida Province, Algeria",,212978,"Garat Debba, Saida Province, Algeria",32,46,11,0,-39,-59,"32.769722222222,-0.66638888888889",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,212975,"Mehirize Mine, Saida Province, Algeria",,212975,"Mehirize Mine, Saida Province, Algeria",33,50,49,0,-20,-29,"33.846944444444,-0.34138888888889",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,212976,"Tiloula Mine, Saida Province, Algeria",,212976,"Tiloula Mine, Saida Province, Algeria",32,51,0,0,-27,0,"32.85,-0.45",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,228192,"English Mine, Lobito City Council, Benguela Province, Angola",,228192,"English Mine, Lobito City Council, Benguela Province, Angola",-12,-30,-40,13,31,0,"-12.511111111111,13.516666666667",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
115,115,228192,"English Mine, Lobito City Council, Benguela Province, Angola",,228192,"English Mine, Lobito City Council, Benguela Province, Angola",-12,-30,-40,13,31,0,"-12.511111111111,13.516666666667",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,228192,"English Mine, Lobito City Council, Benguela Province, Angola",,228192,"English Mine, Lobito City Council, Benguela Province, Angola",-12,-30,-40,13,31,0,"-12.511111111111,13.516666666667",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
115,115,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",-11,-5,0,14,5,40,"-11.083333333333,14.094444444444",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
115,115,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",-11,-5,0,14,5,40,"-11.083333333333,14.094444444444",Chalcocite,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu^1+^_2_S^2-^,Cu S,unknown,Â ,Â 
115,115,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",,228191,"Cachoeiras De Binga, Sumbe City Council, Cuanza Sul Province (Kwanza Sul Province), Angola",-11,-5,0,14,5,40,"-11.083333333333,14.094444444444",Chalcopyrite,Cu<sup>1+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,Cu^1+^Fe^3+^S^2-^_2_,Cu Fe S,unknown,Chalcopyrite,chalcopyrite
145,66,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",-14,-19,-15,13,52,46,"-14.320833333333,13.879444444444",Pyrite,FeS<sub>2</sub>,FeS_2_,Fe S,unknown,Pyrite,pyrite
2485,2485,36,Antarctica,,10483,"Pegmatite Outcrop, Enderby Land, Eastern Antarctica, Antarctica",-77,-29,-37,53,56,44,"-77.493611111111,53.945555555556",Arsenopyrite,FeAsS,FeAsS,Fe As S,unknown,Arsenopyrite,arsenopyrite
2485,2485,36,Antarctica,,10483,"Pegmatite Outcrop, Enderby Land, Eastern Antarctica, Antarctica",-77,-29,-37,53,56,44,"-77.493611111111,53.945555555556",Stibnite,Sb<sub>2</sub>S<sub>3</sub>,Sb_2_S_3_,Sb S,unknown,Stibnite,stibnite
2485,2485,36,Antarctica,,10483,"Pegmatite Outcrop, Enderby Land, Eastern Antarctica, Antarctica",-77,-29,-37,53,56,44,"-77.493611111111,53.945555555556",Tetrahedrite,Cu<sup>1+</sup><sub>10</sub>Cu<sup>2+</sup><sub>2</sub>Sb<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>13</sub>,Cu^1+^_10_Cu^2+^_2_Sb^3+^_4_S^2-^_13_,Cu Sb S,unknown,Tennantite,tennantite
6,5,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",-27,-22,-15,-66,-16,-48,"-27.370833333333,-66.28",Aikinite,CuPbBiS<sub>3</sub>,CuPbBiS_3_,Cu Pb Bi S,Russia,Meneghinite,aikinite
6,5,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",-27,-22,-15,-66,-16,-48,"-27.370833333333,-66.28",Bornite,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu^1+^_5_Fe^3+^S^2-^_4_,Cu Fe S,unknown,Â ,Â 
