Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Lat Deg,Lat Min,Lat Sec,Lon Deg,Lon Min,Lon Sec,Decimal Degree,Mineral Name (plain),RRUFF Chemistry (plain),RRUFF Chemistry (concise),Chemistry Elements,Country of Type Locality,Structural Groupname,Fleischers Groupname
144,65,157300,"Prehistoric Dump, Saalfelden, Salzburg, Austria",,50789,"Schwarzleo District, Saalfelden, Salzburg, Austria",0,0,0,0,0,0,"0,0",Claraite,Cu<sup>2+</sup><sub>3</sub>CO<sub>3</sub>(OH)<sub>4</sub>Â·4H<sub>2</sub>O,Cu^2+^_3_CO_3_(OH)_4_Â·4H_2_O,Cu C O H,Germany,Â ,Â 
144,65,157300,"Prehistoric Dump, Saalfelden, Salzburg, Austria",,50789,"Schwarzleo District, Saalfelden, Salzburg, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
144,65,157300,"Prehistoric Dump, Saalfelden, Salzburg, Austria",,50789,"Schwarzleo District, Saalfelden, Salzburg, Austria",0,0,0,0,0,0,"0,0",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
144,65,157300,"Prehistoric Dump, Saalfelden, Salzburg, Austria",,50789,"Schwarzleo District, Saalfelden, Salzburg, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
780,780,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,57,14,55,47,"47.2825,14.929722222222",Dypingite,Mg<sub>5</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>2</sub>Â·5H<sub>2</sub>O,Mg_5_(CO_3_)_4_(OH)_2_Â·5H_2_O,Mg C O H,Norway,Â ,hydromagnesite
780,780,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,57,14,55,47,"47.2825,14.929722222222",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Artinite,Mg<sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>Â·3H<sub>2</sub>O,Mg_2_CO_3_(OH)_2_Â·3H_2_O,Mg C O H,Italy,Artinite,Â 
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Hydromagnesite,Mg<sub>5</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>2</sub>Â·4H<sub>2</sub>O,Mg_5_(CO_3_)_4_(OH)_2_Â·4H_2_O,Mg C O H,USA,Â ,hydromagnesite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Hydrotalcite,Mg<sub>6</sub>Al<sub>2</sub>CO<sub>3</sub>(OH)<sub>16</sub>Â·4H<sub>2</sub>O,Mg_6_Al_2_CO_3_(OH)_16_Â·4H_2_O,Mg Al C O H,Norway,Hydrotalcite,hydrotalcite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Lansfordite,MgCO<sub>3</sub>Â·5H<sub>2</sub>O,MgCO_3_Â·5H_2_O,Mg C O H,USA,Â ,Â 
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Magnesite,MgCO<sub>3</sub>,MgCO_3_,Mg C O,Italy,Calcite,calcite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Mcguinnessite,Cu<sup>2+</sup>MgCO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^MgCO_3_(OH)_2_,Cu Mg C O H,USA,Malachite,rosasite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Nakauriite,Cu<sup>2+</sup><sub>8</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>6</sub>Â·48H<sub>2</sub>O,Cu^2+^_8_(S^6+^O_4_)_4_(CO_3_)(OH)_6_Â·48H_2_O,Cu S O C H,Japan,Â ,Â 
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Nesquehonite,MgCO<sub>3</sub>Â·3H<sub>2</sub>O,MgCO_3_Â·3H_2_O,Mg C O H,USA,Â ,Â 
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Pyroaurite,Mg<sub>6</sub>Fe<sup>3+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>16</sub>Â·4H<sub>2</sub>O,Mg_6_Fe^3+^_2_CO_3_(OH)_16_Â·4H_2_O,Mg Fe C O H,Sweden,Hydrotalcite,hydrotalcite
780,780,57985,"Gulsen (Gulsen Quarry), Leoben, Styria, Austria",,7088,"Kraubath An Der Mur, Leoben, Styria, Austria",47,16,58,14,55,48,"47.282777777778,14.93",Zaratite,Ni<sup>2+</sup><sub>3</sub>C<sup>4+</sup>O<sub>3</sub>(OH)<sub>4</sub>Â·4H<sub>2</sub>O,Ni^2+^_3_C^4+^O_3_(OH)_4_Â·4H_2_O,Ni C O H,Spain,Amorphous,Â 
416,251,268,"Brixlegg - Schwaz Area, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",47,25,30,11,55,37,"47.425,11.926944444444",Magnesite,MgCO<sub>3</sub>,MgCO_3_,Mg C O,Italy,Calcite,calcite
416,251,133933,"Frauen Adit (""Unsere Liebe Frau"" Adit), North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,133933,"Frauen Adit (""Unsere Liebe Frau"" Adit), North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
416,251,57219,"Johann Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aurichalcite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn Cu C O H,Russia,Â ,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Claraite,Cu<sup>2+</sup><sub>3</sub>CO<sub>3</sub>(OH)<sub>4</sub>Â·4H<sub>2</sub>O,Cu^2+^_3_CO_3_(OH)_4_Â·4H_2_O,Cu C O H,Germany,Â ,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Glaukosphaerite,Cu<sup>2+</sup>Ni<sup>2+</sup>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^Ni^2+^CO_3_(OH)_2_,Cu Ni C O H,Australia,Malachite,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Hydrozincite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn C O H,Austria,Â ,Â 
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Rosasite,Cu<sup>2+</sup>Zn<sup>2+</sup>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^Zn^2+^CO_3_(OH)_2_,Cu Zn C O H,Italy,Malachite,rosasite
416,251,123375,"Stocker Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aurichalcite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn Cu C O H,Russia,Â ,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Brianyoungite,Zn<sup>2+</sup><sub>3</sub>CO<sub>3</sub>(OH)<sub>4</sub>,Zn^2+^_3_CO_3_(OH)_4_,Zn C O H,United Kingdom,Â ,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Claraite,Cu<sup>2+</sup><sub>3</sub>CO<sub>3</sub>(OH)<sub>4</sub>Â·4H<sub>2</sub>O,Cu^2+^_3_CO_3_(OH)_4_Â·4H_2_O,Cu C O H,Germany,Â ,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Hydrozincite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn C O H,Austria,Â ,Â 
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Rosasite,Cu<sup>2+</sup>Zn<sup>2+</sup>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^Zn^2+^CO_3_(OH)_2_,Cu Zn C O H,Italy,Malachite,rosasite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Smithsonite,Zn<sup>2+</sup>CO<sub>3</sub>,Zn^2+^CO_3_,Zn C O,United Kingdom,Calcite,calcite
416,251,266789,"Abraham Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
416,251,133937,"Adit No. 196, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,133937,"Adit No. 196, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,133938,"Adit No. 197, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,133938,"Adit No. 197, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,133935,"Friedling Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,133935,"Friedling Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Hydrozincite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn C O H,Austria,Â ,Â 
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
416,251,133936,"Gilgen Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Claraite,Cu<sup>2+</sup><sub>3</sub>CO<sub>3</sub>(OH)<sub>4</sub>Â·4H<sub>2</sub>O,Cu^2+^_3_CO_3_(OH)_4_Â·4H_2_O,Cu C O H,Germany,Â ,Â 
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
416,251,133928,"Pichler Adit, North Tyrol, Tyrol, Austria",,57196,"Geyer - Silberberg District, North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Tyrolite,Ca<sub>2</sub>Cu<sup>2+</sup><sub>9</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>(CO<sub>3</sub>)(OH)<sub>8</sub>Â·11H<sub>2</sub>O,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(CO_3_)(OH)_8_Â·11H_2_O,Ca Cu As O C H,Austria,Tyrolite,Â 
237,201,107978,"Kasten Alp, North Tyrol, Tyrol, Austria",,42746,"Gschniergraben (Lafatsch Pass), North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
237,201,107978,"Kasten Alp, North Tyrol, Tyrol, Austria",,42746,"Gschniergraben (Lafatsch Pass), North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
237,201,107978,"Kasten Alp, North Tyrol, Tyrol, Austria",,42746,"Gschniergraben (Lafatsch Pass), North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Hydrozincite,Zn<sup>2+</sup><sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>,Zn^2+^_5_(CO_3_)_2_(OH)_6_,Zn C O H,Austria,Â ,Â 
237,201,107978,"Kasten Alp, North Tyrol, Tyrol, Austria",,42746,"Gschniergraben (Lafatsch Pass), North Tyrol, Tyrol, Austria",0,0,0,0,0,0,"0,0",Smithsonite,Zn<sup>2+</sup>CO<sub>3</sub>,Zn^2+^CO_3_,Zn C O,United Kingdom,Calcite,calcite
444,359,57535,"Röhrerbühel (Rohrer Berg; Röhrerbichel; Röhrerbüchel; Rerobichl), North Tyrol, Tyrol, Austria",,57535,"Röhrerbühel (Rohrer Berg; Röhrerbichel; Röhrerbüchel; Rerobichl), North Tyrol, Tyrol, Austria",47,30,10,12,22,12,"47.502777777778,12.37",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
444,359,57535,"Röhrerbühel (Rohrer Berg; Röhrerbichel; Röhrerbüchel; Rerobichl), North Tyrol, Tyrol, Austria",,57535,"Röhrerbühel (Rohrer Berg; Röhrerbichel; Röhrerbüchel; Rerobichl), North Tyrol, Tyrol, Austria",47,30,10,12,22,12,"47.502777777778,12.37",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
