Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Lat Deg,Lat Min,Lat Sec,Lon Deg,Lon Min,Lon Sec,Decimal Degree,Mineral Name (plain),RRUFF Chemistry (plain),RRUFF Chemistry (concise),Chemistry Elements,Country of Type Locality,Structural Groupname,Fleischers Groupname
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Ankerite,CaFe<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>,CaFe^2+^(CO_3_)_2_,Ca Fe C O,Austria,Dolomite,dolomite
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Aragonite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,Spain,Aragonite,aragonite
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Burbankite,"(Na,Ca)<sub>3</sub>(Sr,Ba,Ce)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>","(Na,Ca)_3_(Sr,Ba,Ce)_3_(CO_3_)_5_",Na Ca Sr Ba Ce C O,USA,Burbankite,burbankite
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Calkinsite-(Ce),Ce<sub>2</sub>(CO<sub>3</sub>)<sub>3</sub>Â·4H<sub>2</sub>O,Ce_2_(CO_3_)_3_Â·4H_2_O,Ce C O H,USA,Â ,Â 
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Carbocernaite,"(Sr,Ce,La)(Ca,Na)(CO<sub>3</sub>)<sub>2</sub>","(Sr,Ce,La)(Ca,Na)(CO_3_)_2_",Sr Ce La Ca Na C O,Russia,Â ,Â 
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
2.6,1.8,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",,226843,"Khanneshin Complex, Dushan District, Helmand Province (Hilmend Province; Hilmand Province), Afghanistan",30,28,19,63,34,50,"30.471944444444,63.580555555556",Khanneshite,"(Na,Ca)<sub>3</sub>(Ba,Sr,Ce,Ca)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>","(Na,Ca)_3_(Ba,Sr,Ce,Ca)_3_(CO_3_)_5_",Na Ca Ba Sr Ce C O,Afghanistan,Burbankite,burbankite
570,570,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226501,"Jawhar Cu Deposit (Jawkhar), Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,18,57,69,18,10,"34.315833333333,69.302777777778",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
570,570,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",,226488,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabol Province (Kabul Province), Afghanistan",34,25,53,69,22,43,"34.431388888889,69.378611111111",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
570,570,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",,226455,"Ghuldarra No. 1 Cu Occurrence, Musayi District (Mussahi District), Kabol Province (Kabul Province), Afghanistan",34,23,53,69,18,20,"34.398055555556,69.305555555556",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
286,286,226338,"Surkhi Parsa Cu-U Occurrence (Surkh-i-Parso), Surkhi Parsa District, Parvan Province (Parwan Province), Afghanistan",,226338,"Surkhi Parsa Cu-U Occurrence (Surkh-i-Parso), Surkhi Parsa District, Parvan Province (Parwan Province), Afghanistan",34,51,0,68,39,0,"34.85,68.65",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
115,115,105775,"Ain Sefra, Saida Province, Algeria",,105775,"Ain Sefra, Saida Province, Algeria",32,45,0,0,-35,0,"32.75,-0.58333333333333",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
115,115,212977,"Djebel Djara, Saida Province, Algeria",,212977,"Djebel Djara, Saida Province, Algeria",32,49,59,0,-14,-29,"32.833055555556,-0.24138888888889",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
115,115,212978,"Garat Debba, Saida Province, Algeria",,212978,"Garat Debba, Saida Province, Algeria",32,46,11,0,-39,-59,"32.769722222222,-0.66638888888889",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
115,115,212975,"Mehirize Mine, Saida Province, Algeria",,212975,"Mehirize Mine, Saida Province, Algeria",33,50,49,0,-20,-29,"33.846944444444,-0.34138888888889",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
115,115,212976,"Tiloula Mine, Saida Province, Algeria",,212976,"Tiloula Mine, Saida Province, Algeria",32,51,0,0,-27,0,"32.85,-0.45",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Ankerite,CaFe<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>,CaFe^2+^(CO_3_)_2_,Ca Fe C O,Austria,Dolomite,dolomite
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Iimoriite-(Y),Y<sup>3+</sup><sub>2</sub>(SiO<sub>4</sub>)(CO<sub>3</sub>),Y^3+^_2_(SiO_4_)(CO_3_),Y Si O C,Japan,Â ,Â 
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Kainosite-(Y),Ca<sub>2</sub>Y<sub>2</sub>(SiO<sub>3</sub>)<sub>4</sub>(CO<sub>3</sub>)Â·H<sub>2</sub>O,Ca_2_Y_2_(SiO_3_)_4_(CO_3_)Â·H_2_O,Ca Y Si O C H,Norway,Â ,Â 
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Strontianite,SrCO<sub>3</sub>,SrCO_3_,Sr C O,United Kingdom,Aragonite,aragonite
145,66,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola",-12,-9,0,15,57,0,"-12.15,15.95",Synchysite-(Y),CaY(CO<sub>3</sub>)<sub>2</sub>F,CaY(CO_3_)_2_F,Ca Y C O F,USA,Â ,synchysite
145,66,158064,"Coola, Ekunda City Council, Huambo Province, Angola",,158064,"Coola, Ekunda City Council, Huambo Province, Angola",-12,-31,0,15,16,0,"-12.516666666667,15.266666666667",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
145,66,158064,"Coola, Ekunda City Council, Huambo Province, Angola",,158064,"Coola, Ekunda City Council, Huambo Province, Angola",-12,-31,0,15,16,0,"-12.516666666667,15.266666666667",Synchysite-(Y),CaY(CO<sub>3</sub>)<sub>2</sub>F,CaY(CO_3_)_2_F,Ca Y C O F,USA,Â ,synchysite
130,109,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",-12,-11,0,15,2,0,"-12.183333333333,15.033333333333",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
130,109,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",-12,-11,0,15,2,0,"-12.183333333333,15.033333333333",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
130,109,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",,158066,"Monte Verde, Londuimbali City Council, Huambo Province, Angola",-12,-11,0,15,2,0,"-12.183333333333,15.033333333333",Strontianite,SrCO<sub>3</sub>,SrCO_3_,Sr C O,United Kingdom,Aragonite,aragonite
145,66,158065,"Mt Chibilundo, Longonjo City Council, Huambo Province, Angola",,158065,"Mt Chibilundo, Longonjo City Council, Huambo Province, Angola",-12,-51,0,15,15,0,"-12.85,15.25",Strontianite,SrCO<sub>3</sub>,SrCO_3_,Sr C O,United Kingdom,Aragonite,aragonite
145,66,158065,"Mt Chibilundo, Longonjo City Council, Huambo Province, Angola",,158065,"Mt Chibilundo, Longonjo City Council, Huambo Province, Angola",-12,-51,0,15,15,0,"-12.85,15.25",Synchysite-(Y),CaY(CO<sub>3</sub>)<sub>2</sub>F,CaY(CO_3_)_2_F,Ca Y C O F,USA,Â ,synchysite
145,66,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",-14,-19,-15,13,52,46,"-14.320833333333,13.879444444444",Ankerite,CaFe<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>,CaFe^2+^(CO_3_)_2_,Ca Fe C O,Austria,Dolomite,dolomite
145,66,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",-14,-19,-15,13,52,46,"-14.320833333333,13.879444444444",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
145,66,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",-14,-19,-15,13,52,46,"-14.320833333333,13.879444444444",Cancrinite,"(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">Â Â Â </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>)<sub>2</sub>Â·2H<sub>2</sub>O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_Â·2H_2_O",Na Ca Al Si O C S H,Russia,Cancrinite,cancrinite-sodalite-cancrinite subgroup
145,66,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",,72587,"Mt Tchivira, Lubango City Council, Huíla Province, Angola",-14,-19,-15,13,52,46,"-14.320833333333,13.879444444444",Dolomite,CaMg(CO<sub>3</sub>)<sub>2</sub>,CaMg(CO_3_)_2_,Ca Mg C O,Italy,Dolomite,dolomite
2485,2485,36,Antarctica,,10483,"Pegmatite Outcrop, Enderby Land, Eastern Antarctica, Antarctica",-77,-29,-37,53,56,44,"-77.493611111111,53.945555555556",Cancrinite,"(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">Â Â Â </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>)<sub>2</sub>Â·2H<sub>2</sub>O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_Â·2H_2_O",Na Ca Al Si O C S H,Russia,Cancrinite,cancrinite-sodalite-cancrinite subgroup
2485,2485,36,Antarctica,,10483,"Pegmatite Outcrop, Enderby Land, Eastern Antarctica, Antarctica",-77,-29,-37,53,56,44,"-77.493611111111,53.945555555556",Meionite,"(Ca,Na)<sub>4</sub>(Si,Al)<sub>12</sub>O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>,Cl)","(Ca,Na)_4_(Si,Al)_12_O_24_(CO_3_,SO_4_,Cl)",Ca Na Si Al O C S Cl,Italy,Scapolite,scapolite
6,5,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",,28448,"Agua Rica Mine (Mi Vida Prospect), Andalgalá Department, Catamarca, Argentina",-27,-22,-15,-66,-16,-48,"-27.370833333333,-66.28",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
9,7,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-28,-66,-23,0,"-27.341111111111,-66.383333333333",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
9,7,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-28,-66,-23,0,"-27.341111111111,-66.383333333333",Caledonite,Cu<sup>2+</sup><sub>2</sub>Pb<sup>2+</sup><sub>5</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>3</sub>(CO<sub>3</sub>)(OH)<sub>6</sub>,Cu^2+^_2_Pb^2+^_5_(S^6+^O_4_)_3_(CO_3_)(OH)_6_,Cu Pb S O C H,United Kingdom,Â ,Â 
9,7,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-28,-66,-23,0,"-27.341111111111,-66.383333333333",Carbonate-hydroxylapatite,"Ca<sub>5</sub>(PO<sub>4</sub>,CO<sub>3</sub>)<sub>3</sub>(OH,F,O)","Ca_5_(PO_4_,CO_3_)_3_(OH,F,O)",Ca P O C H F,,Apatite,apatite
9,7,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-28,-66,-23,0,"-27.341111111111,-66.383333333333",Phosgenite,Pb<sub>2</sub>CO<sub>3</sub>Cl<sub>2</sub>,Pb_2_CO_3_Cl_2_,Pb C O Cl,unknown,Â ,Â 
9,7,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-28,-66,-23,0,"-27.341111111111,-66.383333333333",Siderite,Fe<sup>2+</sup>CO<sub>3</sub>,Fe^2+^CO_3_,Fe C O,unknown,Calcite,calcite
9,7,203938,"Bordon Lode, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
9,7,229583,"La Argentina Vein, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
9,7,229582,"Nueva Esperanza Vein, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",-27,-20,-29,-66,-23,0,"-27.341388888889,-66.383333333333",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
9,7,54,"Ortiz Vein (Ortiz Mine), Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
9,7,54,"Ortiz Vein (Ortiz Mine), Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
9,7,54,"Ortiz Vein (Ortiz Mine), Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
9,7,19635,"Restauradora Vein, Andalgalá Department, Catamarca, Argentina",,42,"Capillitas Mine, Andalgalá Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
23,5.3,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",-26,-18,0,-67,-54,0,"-26.3,-67.9",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
23,5.3,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",-26,-18,0,-67,-54,0,"-26.3,-67.9",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
23,5.3,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",,205928,"Betito Cu-Pb-Zn Deposit, Antofagasta De La Sierra Department, Catamarca, Argentina",-26,-18,0,-67,-54,0,"-26.3,-67.9",Phosgenite,Pb<sub>2</sub>CO<sub>3</sub>Cl<sub>2</sub>,Pb_2_CO_3_Cl_2_,Pb C O Cl,unknown,Â ,Â 
11,6,205923,"Bajo De Agua Tapada Cu Deposit, Belén Department, Catamarca, Argentina",,205923,"Bajo De Agua Tapada Cu Deposit, Belén Department, Catamarca, Argentina",-27,-16,0,-66,-39,0,"-27.266666666667,-66.65",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
8.16,6.84,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-19,-47,-66,-36,-32,"-27.329722222222,-66.608888888889",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
8.16,6.84,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-19,-47,-66,-36,-32,"-27.329722222222,-66.608888888889",Siderite,Fe<sup>2+</sup>CO<sub>3</sub>,Fe^2+^CO_3_,Fe C O,unknown,Calcite,calcite
7,7,205926,"Bajo De San Lucas Cu Deposit, Belén Department, Catamarca, Argentina",,205926,"Bajo De San Lucas Cu Deposit, Belén Department, Catamarca, Argentina",-27,-24,0,-66,-33,0,"-27.4,-66.55",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
8,8,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",-27,-17,0,-66,-34,0,"-27.283333333333,-66.566666666667",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
8,8,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",-27,-17,0,-66,-34,0,"-27.283333333333,-66.566666666667",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
8,8,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",,205927,"Bajo El Durazno Cu Deposit, Belén Department, Catamarca, Argentina",-27,-17,0,-66,-34,0,"-27.283333333333,-66.566666666667",Siderite,Fe<sup>2+</sup>CO<sub>3</sub>,Fe^2+^CO_3_,Fe C O,unknown,Calcite,calcite
8,8,261036,"Esperanza South-East Vein, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-16,-28,-66,-39,-40,"-27.274444444444,-66.661111111111",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
8,8,261036,"Esperanza South-East Vein, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-16,-28,-66,-39,-40,"-27.274444444444,-66.661111111111",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
8,8,261036,"Esperanza South-East Vein, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-16,-28,-66,-39,-40,"-27.274444444444,-66.661111111111",Kutnohorite,CaMn<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>,CaMn^2+^(CO_3_)_2_,Ca Mn C O,Czech Republic,Dolomite,dolomite
8,8,261036,"Esperanza South-East Vein, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",-27,-16,-28,-66,-39,-40,"-27.274444444444,-66.661111111111",Rhodochrosite,Mn<sup>2+</sup>CO<sub>3</sub>,Mn^2+^CO_3_,Mn C O,Romania,Calcite,calcite
8,8,242495,"Rama Norte Vein, Belén Department, Catamarca, Argentina",,34975,"Bajo De La Alumbrera Mine, Belén Department, Catamarca, Argentina",0,0,0,0,0,0,"0,0",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
390,382,23508,"El Guaico District, Minas Department, Córdoba, Argentina",,23507,"Rara Fortuna Deposit, Minas Department, Córdoba, Argentina",-30,-58,-37,-65,-13,-22,"-30.976944444444,-65.222777777778",Azurite,Cu<sup>2+</sup><sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_,Cu C O H,France,Â ,Â 
390,382,23508,"El Guaico District, Minas Department, Córdoba, Argentina",,23507,"Rara Fortuna Deposit, Minas Department, Córdoba, Argentina",-30,-58,-37,-65,-13,-22,"-30.976944444444,-65.222777777778",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
390,382,23508,"El Guaico District, Minas Department, Córdoba, Argentina",,23507,"Rara Fortuna Deposit, Minas Department, Córdoba, Argentina",-30,-58,-37,-65,-13,-22,"-30.976944444444,-65.222777777778",Cerussite,PbCO<sub>3</sub>,PbCO_3_,Pb C O,Italy,Aragonite,aragonite
390,382,23508,"El Guaico District, Minas Department, Córdoba, Argentina",,23507,"Rara Fortuna Deposit, Minas Department, Córdoba, Argentina",-30,-58,-37,-65,-13,-22,"-30.976944444444,-65.222777777778",Malachite,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_,Cu C O H,unknown,Malachite,rosasite
485,470,215104,"Adobe Mine, Humahuaca Department, Jujuy, Argentina",,22977,"Aguilar Mine, Humahuaca Department, Jujuy, Argentina",-23,-11,-15,-65,-42,0,"-23.1875,-65.7",Calcite,CaCO<sub>3</sub>,CaCO_3_,Ca C O,unknown,Calcite,calcite
485,470,22977,"Aguilar Mine, Humahuaca Department, Jujuy, Argentina",,22977,"Aguilar Mine, Humahuaca Department, Jujuy, Argentina",-23,-13,-4,-65,-41,-21,"-23.217777777778,-65.689166666667",Ankerite,CaFe<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>,CaFe^2+^(CO_3_)_2_,Ca Fe C O,Austria,Dolomite,dolomite
